credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn,balance_salary_ratio,tenure_age_ratio,credit_score_age_ratio,balance_per_product,is_senior
-0.3262214220367463,0,0,0.2935174228967471,-1.0417596792253108,-1.2258476714090278,-0.9115834940401767,1,1,0.021886493995386117,1,-0.03788227353126125,-1.0124408645692649,-0.5816003665011621,-1.172322016381191,0
-0.4400359548576657,2,0,0.1981638321954454,-1.3875375865624426,0.11735002143511059,-0.9115834940401767,0,1,0.21653375188734025,0,-0.03043934832261593,-1.2751231089905792,-0.5657753821148531,0.2895687863210434,0
-1.536794180222889,0,0,0.2935174228967471,1.03290776479748,1.3330533457228904,2.52705661927622,1,0,0.24068690006348814,1,-0.023875760274753795,0.6020939060202777,-1.1142303204348811,0.22018851349083346,0
0.5015206348426676,0,0,0.0074566507928420294,-1.3875375865624426,-1.2258476714090278,0.8077365626180215,0,0,-0.10891791702847127,0,-0.03788227353126125,-1.261348308368486,0.021250245889202917,-1.172322016381191,0
2.063883767202561,2,0,0.38887101359804876,-1.0417596792253108,0.7857278997960591,-0.9115834940401767,1,1,-0.36527578251440274,0,-0.022019974659711686,-1.0246721885888825,0.3820584118474496,1.01700859530148,0
-0.05720525355093678,2,1,0.48422460429935044,1.03290776479748,0.5973285944410414,0.8077365626180215,1,0,0.8636502870218095,1,-0.030290138709134384,0.5064177714668234,-0.5937400805509335,0.15053344957167442,0
1.7741740472947665,0,1,1.0563461485071606,0.6871298574603482,-1.2258476714090278,0.8077365626180215,1,1,-1.5654872211931183,0,-0.03788227353126125,0.037534362055960654,-0.2444555138100855,-1.172322016381191,0
-2.840487919807966,1,0,-0.9460792562201749,-0.35020386455104724,0.6180189508533646,4.246376675934418,1,0,0.33485372981012046,1,-0.0282475504341757,-0.007841451757993965,-0.9460952808455475,-0.36960126399889526,0
-1.5471409559338818,0,1,0.48422460429935044,-0.35020386455104724,1.0508202865849028,0.8077365626180215,0,1,-0.4373288460949081,0,-0.018936961721811522,-0.5221006749828112,-1.2201493255191362,0.4795767653242583,0
0.3463189991777775,0,1,-1.1367864376227783,-1.0417596792253108,0.9314633619936777,-0.9115834940401767,1,1,-0.49323048409247083,0,-0.01912558458090656,-0.7241310841068466,1.382431942265419,1.1756221284762869,0
-1.2677780117370796,0,1,-0.7553720748175714,0.3413519501232164,0.409185402285092,0.8077365626180215,0,0,-0.34619970089236274,0,-0.025165602078895566,0.618911976547252,-0.16960882093704654,0.014021004347804194,0
-1.5885280587778525,2,1,-1.4228472097266833,-0.695981771888179,-1.2258476714090278,0.8077365626180215,1,0,-0.412123315592307,0,-0.03788227353126125,-0.16211921872543916,0.49203594406061707,-1.172322016381191,0
